Cluster;RA_ICRS;DE_ICRS;GLON;GLAT;r50;nbstars07;pmRA*;e_pmRA*;pmDE;e_pmDE;plx;e_plx;Flag;AgeNN;AVNN;DMNN;DistPc;X;Y;Z;Rgc;SimbadName;_RA.icrs;_DE.icrs
ASCC_115         ;329.280;+51.558; 97.528; -2.504; 0.250;  32; -0.549; 0.068; -0.543; 0.088; 1.311; 0.034;NN            ; 8.12; 0.72; 9.32;   731;    -95;    724;   -31;  8466;[KPR2005] 115                  ;329.2800;+51.5580
ASCC_12          ;072.400;+41.744;162.986; -1.893; 0.303; 139; -0.634; 0.181; -2.794; 0.122; 0.941; 0.069;NN            ; 7.97; 0.70;10.10;  1048;  -1002;    306;   -34;  9347;[KPR2005] 12                   ;072.4000;+41.7440
ASCC_123         ;340.299;+53.986;104.434; -4.141; 1.294;  49; 12.093; 0.473; -1.407; 0.437; 4.262; 0.172;NN            ; 7.65; 0.00; 6.81;   229;    -57;    222;   -16;  8400;[KPR2005] 123                  ;340.2989;+53.9860
ASCC_127         ;347.205;+64.974;112.349;  4.232; 0.627; 117;  7.474; 0.260; -1.745; 0.263; 2.633; 0.081;NN            ; 7.26; 0.43; 7.88;   376;   -142;    347;    27;  8490;[KPR2005] 127                  ;347.2049;+64.9740
ASCC_128         ;349.949;+54.435;109.770; -6.078; 0.513;  68;  1.236; 0.139;  0.186; 0.114; 1.509; 0.058;NN            ; 8.40; 0.41; 9.13;   669;   -225;    626;   -70;  8587;[KPR2005] 128                  ;349.9490;+54.4350
ASCC_13          ;078.255;+44.417;163.502;  3.122; 0.609;  85; -0.473; 0.097; -1.743; 0.111; 0.898; 0.067;NN            ; 7.50; 0.70;10.24;  1115;  -1067;    316;    60;  9412;[KPR2005] 13                   ;078.2550;+44.4170
ASCC_16          ;081.198;+01.655;201.139;-18.373; 0.376; 175;  1.355; 0.265; -0.015; 0.248; 2.838; 0.104;NN            ; 7.13; 0.20; 7.69;   344;   -305;   -118;  -108;  8646;[KPR2005] 16                   ;081.1980;+01.6550
ASCC_19          ;081.982;-01.987;204.914;-19.438; 0.605; 149;  1.152; 0.252; -1.234; 0.219; 2.768; 0.089;NN            ; 7.02; 0.13; 7.70;   346;   -296;   -137;  -115;  8637;[KPR2005] 19                   ;081.9820;-01.9870
ASCC_21          ;082.179;+03.527;199.938;-16.598; 0.410;  90;  1.404; 0.263; -0.632; 0.238; 2.866; 0.131;NN            ; 6.95; 0.10; 7.66;   341;   -307;   -111;   -97;  8647;[KPR2005] 21                   ;082.1790;+03.5270
ASCC_23          ;095.047;+46.710;167.472; 14.416; 0.319; 120;  1.098; 0.179; -0.598; 0.182; 1.594; 0.061;NN            ; 8.37; 0.34; 9.00;   630;   -595;    132;   156;  8936;[KPR2005] 23                   ;095.0470;+46.7100
ASCC_29          ;103.571;-01.670;214.743; -0.128; 0.137;  46; -1.008; 0.130; -1.019; 0.115; 0.944; 0.063;NN            ; 7.97; 0.19;10.12;  1057;   -869;   -602;    -2;  9229;[KPR2005] 29                   ;103.5710;-01.6700
ASCC_30          ;104.271;-06.230;219.119; -1.587; 0.270;  46; -1.595; 0.116; -0.171; 0.072; 0.897; 0.045;NN            ; 8.24; 0.35;10.14;  1067;   -827;   -673;   -29;  9192;[KPR2005] 30                   ;104.2710;-06.2300
ASCC_32          ;105.714;-26.512;237.976; -9.433; 0.656; 186; -3.307; 0.181;  3.477; 0.127; 1.230; 0.062;NN            ; 7.40; 0.26; 9.53;   805;   -421;   -673;  -132;  8787;[KPR2005] 32                   ;105.7140;-26.5120
ASCC_41          ;116.674;+00.137;219.206; 12.333; 0.679; 123;  0.646; 0.241; -3.990; 0.221; 3.352; 0.117;NN            ; 8.33; 0.00; 7.39;   300;   -227;   -185;    64;  8569;[KPR2005] 41                   ;116.6740;+00.1370
ASCC_58          ;153.657;-55.001;281.671;  1.263; 0.592; 133;-13.276; 0.210;  2.786; 0.271; 2.060; 0.055;NN            ; 7.72; 0.25; 8.46;   491;     99;   -480;    10;  8254;[KPR2005] 58                   ;153.6571;-55.0010
ASCC_6           ;026.846;+57.722;130.369; -4.340; 0.188; 111; -0.838; 0.110;  0.211; 0.099; 0.621; 0.041;NN            ; 7.54; 0.72;11.01;  1590;  -1027;   1208;  -120;  9444;[KPR2005] 6                    ;026.8460;+57.7220
ASCC_66          ;168.367;-55.437;289.280;  4.816; 0.097;  22;-11.331; 0.104;  2.969; 0.090; 0.999; 0.045;NN            ; 7.77; 0.07; 9.94;   971;    319;   -913;    81;  8072;[KPR2005] 66                   ;168.3671;-55.4370
ASCC_67          ;175.280;-61.013;294.515;  0.704; 0.183;  26; -6.766; 0.066;  0.919; 0.063; 0.482; 0.025;NN            ; 7.57; 0.58;11.50;  1999;    829;  -1818;    24;  7727;[KPR2005] 67                   ;175.2801;-61.0130
ASCC_71          ;185.033;-67.509;299.936; -4.820; 0.255;  76; -9.272; 0.123; -1.351; 0.154; 0.786; 0.045;NN            ; 8.11; 0.53;10.52;  1269;    631;  -1096;  -106;  7786;[KPR2005] 71                   ;185.0331;-67.5090
ASCC_73          ;189.281;-67.203;301.542; -4.370; 0.988;  57;-11.539; 0.314; -2.945; 0.462; 1.518; 0.124;NN            ; 8.53; 0.23; 9.08;   655;    341;   -556;   -49;  8017;[KPR2005] 73                   ;189.2811;-67.2030
ASCC_77          ;212.694;-62.331;311.999; -0.864; 0.179; 141; -4.243; 0.110; -3.220; 0.130; 0.842; 0.045;NN            ; 7.91; 0.64;10.28;  1136;    760;   -844;   -17;  7626;[KPR2005] 77                   ;212.6940;-62.3310
ASCC_79          ;229.731;-60.798;319.977; -2.905; 0.980; 113; -2.914; 0.375; -4.232; 0.472; 1.176; 0.067;NN            ; 7.27; 0.41; 9.58;   825;    631;   -529;   -41;  7727;[KPR2005] 79                   ;229.7310;-60.7980
ASCC_85          ;251.853;-45.555;339.815; -0.259; 0.357; 105;  0.170; 0.124; -4.102; 0.138; 1.119; 0.058;NN            ; 7.85; 0.56; 9.59;   829;    778;   -286;    -3;  7567;[KPR2005] 85                   ;251.8530;-45.5550
ASCC_87          ;255.658;-28.421;355.125;  8.093; 0.347;  45; -1.180; 0.146; -3.814; 0.116; 1.270; 0.065;NN            ; 7.92; 0.57; 9.45;   774;    764;    -65;   109;  7575;[KPR2005] 87                   ;255.6580;-28.4210
ASCC_88          ;256.886;-35.564;350.010;  2.973; 0.372; 121;  0.919; 0.164; -3.282; 0.142; 1.097; 0.060;NN            ; 8.39; 1.45; 9.85;   931;    916;   -161;    48;  7425;[KPR2005] 88                   ;256.8860;-35.5640
ASCC_9           ;041.671;+57.743;137.844; -1.753; 0.215;  48;  0.166; 0.083; -1.099; 0.061; 0.406; 0.028;NN            ; 7.47; 2.23;11.88;  2376;  -1760;   1594;   -72; 10225;[KPR2005] 9                    ;041.6710;+57.7430
ASCC_90          ;264.777;-34.874;354.224; -1.954; 0.388;  58; -1.630; 0.162; -2.681; 0.206; 1.713; 0.054;NN            ; 8.91; 0.32; 8.73;   557;    554;    -56;   -19;  7785;[KPR2005] 90                   ;264.7770;-34.8740
ASCC_97          ;279.263;-19.139; 14.250; -5.553; 0.140;  20; -2.331; 0.327; -6.508; 0.385; 1.740; 0.086;manual        ; 8.05; 1.17; 8.89;   598;    577;    146;   -57;  7763;[KPR2005] 97                   ;279.2630;-19.1390
ASCC_99          ;282.170;-18.488; 16.070; -7.727; 0.643;  63;  5.188; 0.349; -1.311; 0.455; 3.367; 0.106;NN            ; 8.55; 0.47; 7.28;   285;    271;     78;   -38;  8068;[KPR2005] 99                   ;282.1700;-18.4880
Alessi_1         ;013.343;+49.536;123.255;-13.335; 0.249;  45;  6.536; 0.105; -6.245; 0.204; 1.390; 0.057;NN            ; 9.16; 0.08; 9.19;   689;   -367;    561;  -159;  8726;Cl Alessi 1                    ;013.3430;+49.5360
Alessi_10        ;301.233;-10.555; 31.597;-21.058; 0.266;  70;  1.469; 0.208; -7.879; 0.241; 2.233; 0.075;NN            ; 7.96; 0.33; 8.36;   469;    373;    229;  -168;  7969;Cl Alessi 10                   ;301.2330;-10.5550
Alessi_12        ;310.875;+23.871; 67.488;-11.405; 0.682; 307;  4.303; 0.233; -4.639; 0.180; 1.816; 0.088;NN            ; 8.13; 0.10; 8.68;   544;    204;    493;  -107;  8150;Cl Alessi 12                   ;310.8750;+23.8710
Alessi_13        ;051.762;-35.821;237.532;-55.941; 1.361;  48; 36.332; 0.931; -4.709; 0.851; 9.584; 0.253;manual        ; 7.55; 0.10; 5.11;   105;    -31;    -49;   -87;  8371;Cl Alessi 13                   ;051.7618;-35.8210
Alessi_15        ;100.767;+01.672;210.490; -1.099; 0.008;  17; -0.182; 0.202;  0.469; 0.234; 0.093; 0.082;NN            ; 7.53; 2.18;14.01;  6338;  -5461;  -3215;  -121; 14170;Cl Alessi 15                   ;100.7670;+01.6720
Alessi_17        ;113.853;-15.098;231.359;  2.585; 0.022;  15; -1.526; 0.088;  1.557; 0.104; 0.264; 0.058;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;Cl Alessi 17                   ;113.8530;-15.0980
Alessi_18        ;114.295;-26.386;241.421; -2.555; 0.019;  24; -1.261; 0.142;  1.790; 0.300; 0.126; 0.080;NN            ; 6.71; 2.48;14.29;  7199;  -3440;  -6315;  -320; 13366;Cl Alessi 18                   ;114.2950;-26.3860
Alessi_19        ;274.741;+12.311; 40.403; 12.710; 0.595;  60; -1.005; 0.223; -7.073; 0.185; 1.710; 0.060;NN            ; 7.41; 0.31; 8.79;   573;    425;    362;   126;  7922;Cl Alessi 19                   ;274.7410;+12.3110
Alessi_2         ;071.602;+55.199;152.333;  6.365; 0.554; 159; -0.904; 0.141; -1.046; 0.115; 1.589; 0.070;NN            ; 8.55; 0.52; 9.09;   657;   -578;    303;    72;  8923;Cl Alessi 2                    ;071.6020;+55.1990
Alessi_20        ;002.593;+58.742;117.615; -3.705; 0.235; 119;  8.195; 0.293; -2.341; 0.280; 2.311; 0.068;NN            ; 6.97; 0.60; 8.08;   412;   -190;    364;   -26;  8538;Cl Alessi 20                   ;002.5929;+58.7420
Alessi_21        ;107.690;-09.363;223.457; -0.014; 0.467; 113; -5.475; 0.194;  2.602; 0.162; 1.720; 0.070;NN            ; 7.82; 0.29; 8.85;   587;   -426;   -404;     0;  8776;Cl Alessi 21                   ;107.6900;-09.3630
Alessi_24        ;260.764;-62.693;328.984;-14.572; 0.466; 156; -0.488; 0.220; -8.999; 0.186; 2.059; 0.067;NN            ; 7.86; 0.34; 8.50;   502;    416;   -250;  -126;  7927;Cl Alessi 24                   ;260.7640;-62.6930
Alessi_3         ;109.275;-46.142;257.449;-15.064; 1.541; 164; -9.875; 0.447; 11.958; 0.515; 3.566; 0.134;NN            ; 8.80; 0.14; 7.37;   297;    -62;   -280;   -77;  8407;Cl Alessi 3                    ;109.2751;-46.1421
Alessi_31        ;267.698;-11.853; 15.339;  7.709; 0.331; 165; -1.164; 0.225; -4.122; 0.206; 1.477; 0.072;NN            ; 8.38; 1.75; 9.26;   712;    680;    186;    95;  7661;Cl Alessi 31                   ;267.6980;-11.8530
Alessi_37        ;341.961;+46.342;101.732;-11.380; 0.423; 133;  0.351; 0.135; -1.569; 0.129; 1.384; 0.066;NN            ; 8.14; 0.47; 9.21;   695;   -138;    667;  -137;  8504;Cl Alessi 37                   ;341.9610;+46.3420
Alessi_43        ;132.631;-41.738;262.546;  1.501; 0.290; 284; -5.546; 0.318;  3.869; 0.342; 1.032; 0.082;NN            ; 7.06; 0.99; 9.81;   917;   -119;   -909;    24;  8507;Cl Alessi 43                   ;132.6310;-41.7380
Alessi_44        ;295.325;+01.592; 40.121;-10.332; 1.296; 175;  0.463; 0.404; -2.325; 0.182; 1.496; 0.220;manual        ; 8.35; 0.71; 9.16;   679;    511;    430;  -121;  7840;Cl Alessi 44                   ;295.3250;+01.5920
Alessi_5         ;160.819;-61.081;288.058; -1.966; 0.542; 297;-15.411; 0.324;  2.503; 0.348; 2.501; 0.065;NN            ; 7.83; 0.62; 8.14;   424;    131;   -402;   -14;  8218;Cl Alessi 5                    ;160.8191;-61.0810
Alessi_53        ;097.352;+09.180;202.259; -0.664; 0.022;  27;  0.431; 0.165; -0.201; 0.166; 0.198; 0.084;NN            ; 7.88; 1.93;13.79;  5736;  -5308;  -2172;   -66; 13820;Cl Alessi 53                   ;097.3520;+09.1800
Alessi_59        ;103.078;+02.196;211.077;  1.195; 0.006;  10; -0.540; 0.165;  0.283; 0.310; 0.227; 0.075;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;Cl Alessi 59                   ;103.0780;+02.1960
Alessi_6         ;220.058;-66.127;313.643; -5.544; 0.294; 164;-10.472; 0.150; -5.559; 0.163; 1.100; 0.057;NN            ; 8.63; 0.70; 9.74;   886;    608;   -638;   -85;  7757;Cl Alessi 6                    ;220.0581;-66.1270
Alessi_60        ;105.619;-01.120;215.188;  1.944; 0.048;  67; -0.830; 0.090; -0.653; 0.091; 0.336; 0.058;NN            ; 8.35; 0.83;12.35;  2953;  -2412;  -1700;   100; 10885;Cl Alessi 60                   ;105.6190;-01.1200
Alessi_62        ;284.026;+21.597; 52.816;  8.685; 0.256; 142;  0.245; 0.157; -1.074; 0.178; 1.591; 0.064;NN            ; 8.84; 0.78; 9.07;   650;    388;    512;    98;  7967;Cl Alessi 62                   ;284.0260;+21.5970
Alessi_8         ;232.408;-51.227;326.501;  4.259; 0.224;  50; -5.899; 0.220; -5.729; 0.173; 1.479; 0.046;NN            ; 8.07; 0.19; 9.12;   668;    555;   -367;    49;  7792;Cl Alessi 8                    ;232.4080;-51.2270
Alessi_9         ;265.974;-47.028;344.269; -9.058; 1.730; 183;  9.916; 0.711; -9.157; 0.624; 4.822; 0.259;NN            ; 8.45; 0.00; 6.66;   215;    204;    -57;   -33;  8135;Cl Alessi 9                    ;265.9739;-47.0280
Alessi_Teutsch_11;304.127;+52.051; 87.435;  9.268; 0.257; 110; -0.139; 0.163; -1.295; 0.151; 1.520; 0.051;NN            ; 8.16; 0.37; 9.01;   634;     28;    625;   102;  8335;NAME Alessi Teutsch 11         ;304.1270;+52.0510
Alessi_Teutsch_12;255.421;-58.981;330.635;-10.337; 0.489;  41; -2.134; 0.168; -8.952; 0.124; 1.632; 0.057;NN            ; 7.94; 0.35; 9.03;   641;    549;   -309;  -115;  7796;NAME Alessi-Teutsch 12         ;255.4210;-58.9810
Alessi_Teutsch_3 ;118.228;-53.022;266.426;-12.849; 0.491;  87; -5.378; 0.161;  8.926; 0.180; 1.417; 0.046;NN            ; 8.02; 0.47; 9.20;   693;    -42;   -674;  -154;  8409;NAME Alessi Teutsch 3          ;118.2280;-53.0220
Alessi_Teutsch_5 ;332.218;+61.103;104.536;  4.179; 0.427; 127; -1.895; 0.489; -3.207; 0.232; 1.111; 0.062;NN            ; 7.27; 1.02; 9.79;   907;   -227;    876;    66;  8611;NAME Alessi-Teutsch 5          ;332.2180;+61.1030
Alessi_Teutsch_8 ;180.649;-60.935;297.033;  1.376; 0.298; 319; -6.625; 0.136;  1.630; 0.136; 0.967; 0.049;NN            ; 8.07; 0.49; 9.98;   989;    449;   -881;    23;  7939;NAME Alessi Teutsch 8          ;180.6491;-60.9350
Andrews_Lindsay_5;281.079;-04.931; 27.733; -0.667; 0.023;  58; -0.901; 0.142; -3.562; 0.177; 0.137; 0.113;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;[AL67] Cl* 5                   ;281.0790;-04.9310
Antalova_2       ;262.462;-32.541;355.141;  0.929; 0.097;  27;  2.037; 0.307; -1.650; 0.307; 0.842; 0.068;NN            ; 7.08; 1.15;10.12;  1056;   1052;    -89;    17;  7287;Cl Antalova 2                  ;262.4620;-32.5410
Archinal_1       ;283.709;+05.550; 38.259;  1.775; 0.040;  65; -0.225; 0.259; -1.578; 0.254; 0.526; 0.145;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;NAME Archinal 1                ;283.7090;+05.5500
Arp_Madore_2     ;114.683;-33.845;248.123; -5.884; 0.026;  29; -0.513; 0.156;  1.225; 0.123; 0.039; 0.060;NN            ; 9.48; 1.49;15.35; 11751;  -4355; -10848; -1204; 16699;Cl AM 2                        ;114.6830;-33.8450
Auner_1          ;106.060;-19.748;231.992; -6.160; 0.026;  41; -0.280; 0.130;  1.015; 0.128; 0.093; 0.096;NN            ; 9.49; 0.99;14.77;  8984;  -5500;  -7038;  -964; 15527;Cl Auner 1                     ;106.0600;-19.7480
Aveni_Hunter_1   ;354.175;+48.205;110.284;-12.823; 0.496;  82; -0.184; 0.324; -2.087; 0.451; 2.348; 0.107;NN            ; 7.02; 0.75; 8.03;   402;   -136;    368;   -89;  8484;NAME AVENI-HUNTER 1            ;354.1750;+48.2050
BDSB30           ;333.667;+61.433;105.298;  4.050; 0.024;  33; -1.579; 0.201; -3.005; 0.247; 1.109; 0.078;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;[BDS2003] 30                   ;333.6670;+61.4330
BDSB91           ;096.319;-10.551;219.468;-10.554; 0.036;  32; -3.183; 0.196;  1.150; 0.282; 1.033; 0.067;NN            ; 7.15; 1.80; 9.91;   961;   -729;   -600;  -176;  9089;[BDS2003] 91                   ;096.3190;-10.5510
BDSB93           ;104.297;-08.202;220.888; -2.462; 0.036;  32; -2.410; 0.239;  1.021; 0.270; 0.770; 0.128;NN            ; 7.20; 1.77;10.39;  1196;   -903;   -782;   -51;  9276;[BDS2003] 93                   ;104.2970;-08.2020
BDSB96           ;106.332;-12.327;225.477; -2.561; 0.045;  65; -3.843; 0.322;  1.071; 0.274; 0.844; 0.105;manual        ; 6.90; 1.22;10.29;  1144;   -801;   -815;   -51;  9178;[BDS2003] 96                   ;106.3320;-12.3270
BH_111           ;167.320;-63.834;291.956; -3.161; 0.029;  27; -8.176; 0.095;  2.941; 0.070; 0.339; 0.053;NN            ; 8.29; 1.28;12.27;  2850;   1064;  -2639;  -157;  7739;Cl VDBH 111                    ;167.3201;-63.8340
BH_118           ;170.765;-58.549;291.604;  2.366; 0.023;  61; -4.406; 0.116;  1.450; 0.124; 0.065; 0.061;NN            ; 9.28; 1.07;14.72;  8807;   3240;  -8181;   363;  9641;Cl VDBH 118                    ;170.7650;-58.5490
BH_121           ;174.661;-63.387;294.886; -1.658; 0.154; 174; -6.000; 0.125;  0.630; 0.123; 0.387; 0.042;NN            ; 6.42; 1.11;11.91;  2413;   1015;  -2188;   -69;  7644;Cl VDBH 121                    ;174.6611;-63.3870
BH_132           ;186.720;-64.058;300.250; -1.315; 0.046;  52; -6.220; 0.093; -0.177; 0.072; 0.362; 0.039;manual        ; 8.20; 1.24;12.03;  2541;   1279;  -2194;   -58;  7393;Cl VDBH 132                    ;186.7201;-64.0580
BH_144           ;198.808;-65.920;305.359; -3.161; 0.024;  73; -5.111; 0.362; -0.375; 0.204; 0.045; 0.088;NN            ; 9.17; 1.68;14.92;  9649;   5575;  -7857;  -532;  8329;Cl VDBH 144                    ;198.8081;-65.9200
BH_150           ;204.506;-63.346;308.128; -0.946; 0.025;  43; -6.395; 0.112; -1.534; 0.077; 0.178; 0.059;NN            ; 7.34; 3.76;13.73;  5580;   3445;  -4389;   -92;  6574;Cl VDBH 150                    ;204.5061;-63.3460
BH_151           ;205.051;-61.731;308.672;  0.596; 0.008;  29; -5.853; 0.099; -1.878; 0.170; 0.176; 0.078;NN            ; 7.20; 4.06;13.49;  4989;   3117;  -3895;    51;  6515;Cl VDBH 151                    ;205.0511;-61.7310
BH_164           ;222.311;-66.465;314.323; -6.235; 0.639; 204; -7.368; 0.335;-10.714; 0.281; 2.364; 0.078;NN            ; 7.51; 0.17; 8.21;   438;    304;   -311;   -47;  8041;Cl VDBH 164                    ;222.3111;-66.4650
BH_19            ;121.768;-32.355;249.881; -0.022; 0.025;  45; -2.897; 0.101;  3.547; 0.141; 0.190; 0.059;NN            ; 8.49; 1.96;13.30;  4563;  -1569;  -4285;    -1; 10796;Cl VDBH 19                     ;121.7680;-32.3550
BH_200           ;252.484;-44.182;341.153;  0.283; 0.054;  94; -0.025; 0.128; -1.132; 0.112; 0.406; 0.071;NN            ; 8.21; 2.02;11.82;  2314;   2190;   -747;    11;  6194;Cl VDBH 200                    ;252.4840;-44.1820
BH_202           ;253.779;-40.947;344.259;  1.598; 0.064;  95; -1.869; 0.125; -3.802; 0.110; 0.551; 0.052;NN            ; 8.58; 1.84;11.22;  1752;   1686;   -475;    48;  6670;Cl VDBH 202                    ;253.7790;-40.9470
BH_205           ;254.053;-40.636;344.632;  1.632; 0.097;  55; -0.150; 0.145; -1.083; 0.193; 0.569; 0.065;NN            ; 6.79; 1.23;11.03;  1604;   1546;   -425;    45;  6806;Cl VDBH 205                    ;254.0530;-40.6360
BH_211           ;255.535;-41.113;344.950;  0.456; 0.082;  71; -0.671; 0.159; -1.943; 0.146; 0.524; 0.101;NN            ; 8.63; 2.18;11.40;  1903;   1837;   -494;    15;  6520;Cl VDBH 211                    ;255.5350;-41.1130
BH_217           ;259.071;-40.815;346.781; -1.510; 0.039;  99; -0.661; 0.135; -1.826; 0.122; 0.310; 0.109;NN            ; 7.54; 3.27;12.46;  3106;   3023;   -710;   -81;  5363;Cl VDBH 217                    ;259.0710;-40.8150
BH_221           ;259.641;-32.334;353.972;  3.014; 0.152; 133;  2.000; 0.279; -1.568; 0.243; 0.884; 0.079;NN            ; 7.03; 1.09;10.42;  1213;   1204;   -127;    63;  7136;Cl VDBH 221                    ;259.6410;-32.3340
BH_222           ;259.694;-38.289;349.121; -0.443; 0.020; 104; -2.091; 0.341; -3.192; 0.245; 0.114; 0.183;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;Cl VDBH 222                    ;259.6940;-38.2890
BH_23            ;123.449;-36.329;253.969; -1.030; 0.372;  86; -7.101; 0.258;  7.350; 0.154; 2.257; 0.103;NN            ; 7.46; 0.00; 8.32;   462;   -127;   -444;    -8;  8479;Cl VDBH 23                     ;123.4490;-36.3290
BH_245           ;266.561;-29.700;359.419; -0.513; 0.016;  31; -0.497; 0.219; -2.194; 0.199; 0.336; 0.107;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;Cl VDBH 245                    ;266.5610;-29.7000
BH_37            ;128.946;-43.610;262.345; -1.785; 0.034; 101; -3.484; 0.117;  3.953; 0.116; 0.243; 0.063;NN            ; 8.24; 3.40;13.03;  4038;   -537;  -4000;  -125;  9737;Cl VDBH 37                     ;128.9460;-43.6100
BH_54            ;132.413;-44.353;264.468; -0.279; 0.048;  42; -4.759; 0.077;  5.244; 0.098; 0.420; 0.035;NN            ; 6.94; 2.53;11.76;  2245;   -216;  -2235;   -10;  8843;Cl VDBH 54                     ;132.4130;-44.3530
BH_55            ;134.042;-39.518;261.527;  3.745; 0.048;  60; -3.971; 0.126;  3.118; 0.116; 0.185; 0.071;NN            ; 9.36; 1.22;13.40;  4783;   -703;  -4721;   312; 10201;Cl VDBH 55                     ;134.0420;-39.5180
BH_56            ;134.355;-43.181;264.470;  1.548; 0.215; 109; -5.570; 0.187;  5.439; 0.151; 1.078; 0.058;NN            ; 7.25; 0.70; 9.62;   840;    -81;   -836;    22;  8462;Cl VDBH 56                     ;134.3550;-43.1810
BH_66            ;141.314;-54.719;276.000; -3.013; 0.023;  27; -4.157; 0.095;  3.599; 0.070; 0.097; 0.042;NN            ; 8.86; 1.38;14.00;  6301;    657;  -6258;  -331;  9908;Cl VDBH 66                     ;141.3140;-54.7190
BH_67            ;141.687;-51.273;273.763; -0.381; 0.025;  43; -3.640; 0.164;  2.811; 0.125; 0.098; 0.111;NN            ; 8.79; 3.00;14.56;  8167;    536;  -8149;   -54; 11283;Cl VDBH 67                     ;141.6870;-51.2730
BH_72            ;142.838;-53.040;275.491; -1.178; 0.023;  55; -4.621; 0.131;  3.299; 0.070; 0.110; 0.053;NN            ; 8.35; 2.53;13.83;  5844;    559;  -5816;  -120;  9714;Cl VDBH 72                     ;142.8380;-53.0400
BH_73            ;142.981;-50.225;273.638;  0.944; 0.014;  54; -3.574; 0.239;  2.306; 0.187; 0.105; 0.117;NN            ; 8.87; 2.73;14.13;  6708;    425;  -6693;   110; 10365;Cl VDBH 73                     ;142.9810;-50.2250
BH_78            ;145.952;-56.574;279.186; -2.615; 0.013;  46; -3.690; 0.196;  2.710; 0.174; 0.150; 0.097;NN            ; 8.53; 3.15;13.66;  5400;    861;  -5325;  -246;  9181;Cl VDBH 78                     ;145.9520;-56.5740
BH_84            ;150.331;-58.218;282.057; -2.418; 0.024;  57; -4.848; 0.154;  3.289; 0.106; 0.200; 0.055;NN            ; 8.13; 2.09;13.24;  4449;    928;  -4347;  -187;  8592;Cl VDBH 84                     ;150.3310;-58.2180
BH_85            ;150.469;-49.564;276.914;  4.546; 0.031;  74; -5.689; 0.187;  4.676; 0.144; 0.106; 0.095;NN            ; 9.36; 1.10;14.37;  7481;    897;  -7403;   592; 10497;Cl VDBH 85                     ;150.4690;-49.5640
BH_87            ;151.148;-55.386;280.724;  0.122; 0.066; 177; -6.335; 0.128;  2.626; 0.128; 0.416; 0.057;NN            ; 8.07; 1.36;11.63;  2121;    394;  -2084;     4;  8214;Cl VDBH 87                     ;151.1480;-55.3860
BH_90            ;153.064;-58.069;283.139; -1.451; 0.043; 126; -5.385; 0.149;  2.295; 0.122; 0.369; 0.055;NN            ; 8.10; 1.39;12.23;  2792;    634;  -2718;   -70;  8170;Cl VDBH 90                     ;153.0640;-58.0690
BH_92            ;154.779;-56.425;282.988;  0.431; 0.020;  41; -5.896; 0.106;  3.446; 0.111; 0.388; 0.031;NN            ; 8.33; 1.33;11.89;  2384;    535;  -2323;    17;  8142;Cl VDBH 92                     ;154.7790;-56.4250
BH_99            ;159.553;-59.168;286.585; -0.592; 0.537; 371;-14.494; 0.289;  0.919; 0.307; 2.225; 0.076;NN            ; 7.98; 0.34; 8.35;   467;    133;   -447;    -4;  8218;Cl VDBH 99                     ;159.5531;-59.1680
Barkhatova_1     ;313.398;+46.037; 86.208;  0.818; 0.072;  47; -2.440; 0.098; -4.478; 0.076; 0.476; 0.040;NN            ; 8.42; 1.18;11.71;  2195;    145;   2190;    31;  8482;NAME Cl Barkhatova 1           ;313.3980;+46.0370
Basel_1          ;282.036;-05.876; 27.326; -1.946; 0.070;  79; -0.079; 0.104; -4.509; 0.109; 0.525; 0.052;NN            ; 8.36; 1.24;11.33;  1846;   1639;    846;   -62;  6754;Cl Basel 1                     ;282.0360;-05.8760
Basel_10         ;034.878;+58.304;134.304; -2.610; 0.032;   8; -0.480; 0.180; -0.815; 0.062; 0.442; 0.017;NN            ; 7.85; 1.66;11.83;  2327;  -1623;   1663;  -105; 10101;Cl Basel 10                    ;034.8780;+58.3040
Basel_11a        ;109.296;-13.988;228.284; -0.768; 0.078;  92; -1.581; 0.135;  0.929; 0.125; 0.709; 0.060;NN            ; 7.98; 0.33;10.67;  1363;   -907;  -1017;   -18;  9302;Cl Basel 11a                   ;109.2960;-13.9880
Basel_11b        ;089.547;+21.965;187.442; -1.117; 0.065;  73;  1.046; 0.136; -4.137; 0.140; 0.534; 0.083;NN            ; 8.36; 1.56;11.27;  1793;  -1778;   -232;   -34; 10121;Cl Basel 11b                   ;089.5470;+21.9650
Basel_17         ;167.650;-59.047;290.274;  1.324; 0.091;  18; -6.628; 0.083;  2.174; 0.087; 0.438; 0.030;NN            ; 8.02; 0.45;11.81;  2305;    798;  -2162;    53;  7845;Cl Basel 17                    ;167.6501;-59.0470
Basel_18         ;201.967;-62.306;307.151;  0.267; 0.060;  49; -5.008; 0.080; -2.050; 0.096; 0.508; 0.057;NN            ; 7.44; 0.65;11.35;  1863;   1125;  -1485;     8;  7366;Cl Basel 18                    ;201.9670;-62.3060
